Module,Filename,Function,Covered PCs,Total PCs
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_update_prepare,0,15
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_update_complete,0,8
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_toggle_hdcp_bits,0,9
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_sync_state,0,11
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_set_link_train,0,6
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_set_idle_link_train.cold,0,1
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_set_idle_link_train,0,3
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_set_dp_msa,0,20
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_sanitize_encoder_pll_mapping.cold,0,1
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_sanitize_encoder_pll_mapping,0,24
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_read_func_ctl,0,37
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_prepare_link_retrain.cold,0,1
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_prepare_link_retrain,0,16
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_pre_pll_enable,0,19
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_pre_enable,0,133
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_power_up_lanes,0,7
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_post_disable,0,45
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_initial_fastset_check,0,4
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_init_dp_buf_reg,0,15
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_init,0,162
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_hotplug.cold,0,1
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_hotplug,0,56
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_get_power_domains,0,25
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_get_hw_state,0,4
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_get_encoder_pipes.cold,0,1
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_get_encoder_pipes,0,36
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_get_config,0,64
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_get_clock,0,9
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_fdi_post_disable,0,3
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_encoder_suspend,0,7
,drivers/gpu/drm/i915/display/intel_ddi.c,lpt_digital_port_connected,0,1
,drivers/gpu/drm/i915/display/intel_ddi.c,intel_ddi_encoder_reset,0,6
,drivers/gpu/drm/i915/display/intel_ddi.c,icl_ddi_combo_get_pll,0,1
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,adls_get_combo_buf_trans,0,13
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,bdw_get_buf_trans,0,5
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,dg1_get_combo_buf_trans,0,13
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,hsw_get_buf_trans,0,3
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,adlp_get_dkl_buf_trans,0,3
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,icl_get_combo_buf_trans,0,5
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,icl_get_mg_buf_trans,0,3
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,intel_ddi_buf_trans_init,0,22
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,intel_ddi_hdmi_num_entries,0,6
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,is_hobl_buf_trans,0,1
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,jsl_get_combo_buf_trans,0,5
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,kbl_get_buf_trans,0,5
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,kbl_u_get_buf_trans,0,5
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,kbl_y_get_buf_trans,0,5
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,rkl_get_combo_buf_trans,0,13
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,skl_get_buf_trans,0,5
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,skl_u_get_buf_trans,0,5
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,skl_y_get_buf_trans,0,5
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,tgl_get_combo_buf_trans,0,16
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,tgl_get_dkl_buf_trans,0,3
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,adlp_get_combo_buf_trans,0,13
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,bxt_get_buf_trans,0,4
,drivers/gpu/drm/i915/display/intel_ddi_buf_trans.c,ehl_get_combo_buf_trans,0,5
,drivers/gpu/drm/i915/display/intel_display.c,wrpll_uses_pch_ssc,0,8
,drivers/gpu/drm/i915/display/intel_display.c,wait_for_pipe_scanline_moving.isra.0.cold,0,2
,drivers/gpu/drm/i915/display/intel_display.c,wait_for_pipe_scanline_moving.isra.0,0,8
,drivers/gpu/drm/i915/display/intel_display.c,vlv_wait_port_ready,0,8
,drivers/gpu/drm/i915/display/intel_display.c,vlv_get_hpll_vco,0,1
,drivers/gpu/drm/i915/display/intel_display.c,vlv_get_cck_clock_hpll,0,4
,drivers/gpu/drm/i915/display/intel_display.c,vlv_get_cck_clock,0,8
,drivers/gpu/drm/i915/display/intel_display.c,verify_single_dpll_state,0,42
,drivers/gpu/drm/i915/display/intel_display.c,verify_connector_state,0,42
,drivers/gpu/drm/i915/display/intel_display.c,valleyview_crtc_enable,0,13
,drivers/gpu/drm/i915/display/intel_display.c,skl_wa_827,0,3
,drivers/gpu/drm/i915/display/intel_display.c,skl_commit_modeset_enables,0,61
,drivers/gpu/drm/i915/display/intel_display.c,pipe_config_mismatch.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,pipe_config_mismatch,0,5
,drivers/gpu/drm/i915/display/intel_display.c,pipe_config_infoframe_mismatch.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,pipe_config_infoframe_mismatch,0,6
,drivers/gpu/drm/i915/display/intel_display.c,modeset_get_crtc_power_domains,0,23
,drivers/gpu/drm/i915/display/intel_display.c,lpt_pch_enable.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,lpt_pch_enable,0,11
,drivers/gpu/drm/i915/display/intel_display.c,lpt_init_pch_refclk.cold,0,2
,drivers/gpu/drm/i915/display/intel_display.c,lpt_init_pch_refclk,0,41
,drivers/gpu/drm/i915/display/intel_display.c,lpt_get_iclkip,0,7
,drivers/gpu/drm/i915/display/intel_display.c,lpt_disable_pch_transcoder.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,lpt_disable_pch_transcoder,0,2
,drivers/gpu/drm/i915/display/intel_display.c,lpt_disable_iclkip,0,1
,drivers/gpu/drm/i915/display/intel_display.c,lpt_disable_clkout_dp,0,6
,drivers/gpu/drm/i915/display/intel_display.c,is_trans_port_sync_mode,0,3
,drivers/gpu/drm/i915/display/intel_display.c,intel_user_framebuffer_dirty,0,8
,drivers/gpu/drm/i915/display/intel_display.c,intel_user_framebuffer_destroy,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_user_framebuffer_create_handle,0,8
,drivers/gpu/drm/i915/display/intel_display.c,intel_user_framebuffer_create,0,23
,drivers/gpu/drm/i915/display/intel_display.c,intel_update_crtc,0,49
,drivers/gpu/drm/i915/display/intel_display.c,intel_unpin_fb_vma,0,8
,drivers/gpu/drm/i915/display/intel_display.c,intel_tile_width_bytes,0,13
,drivers/gpu/drm/i915/display/intel_display.c,intel_surf_alignment,0,19
,drivers/gpu/drm/i915/display/intel_display.c,intel_set_transcoder_timings,0,11
,drivers/gpu/drm/i915/display/intel_display.c,intel_set_pipe_src_size.isra.0,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_rotation_info_size,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_remapped_info_size,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_release_load_detect_pipe,0,12
,drivers/gpu/drm/i915/display/intel_display.c,intel_prepare_plane_fb,0,42
,drivers/gpu/drm/i915/display/intel_display.c,intel_plane_pin_fb,0,55
,drivers/gpu/drm/i915/display/intel_display.c,intel_pre_plane_update,0,67
,drivers/gpu/drm/i915/display/intel_display.c,intel_port_to_tc,0,11
,drivers/gpu/drm/i915/display/intel_display.c,intel_port_to_power_domain,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_port_to_phy,0,20
,drivers/gpu/drm/i915/display/intel_display.c,intel_plane_unpin_fb,0,9
,drivers/gpu/drm/i915/display/intel_display.c,intel_plane_fence_y_offset,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_plane_fb_max_stride,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_plane_disable_noatomic,0,19
,drivers/gpu/drm/i915/display/intel_display.c,intel_plane_destroy,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_plane_atomic_calc_changes,0,62
,drivers/gpu/drm/i915/display/intel_display.c,intel_pipe_config_sanity_check.part.0,0,12
,drivers/gpu/drm/i915/display/intel_display.c,intel_pipe_config_compare.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_pipe_config_compare,0,378
,drivers/gpu/drm/i915/display/intel_display.c,intel_pin_and_fence_fb_obj,0,68
,drivers/gpu/drm/i915/display/intel_display.c,intel_phy_is_tc,0,10
,drivers/gpu/drm/i915/display/intel_display.c,intel_phy_is_snps,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_phy_is_combo,0,14
,drivers/gpu/drm/i915/display/intel_display.c,intel_old_crtc_state_disables,0,16
,drivers/gpu/drm/i915/display/intel_display.c,intel_modeset_setup_hw_state,0,251
,drivers/gpu/drm/i915/display/intel_display.c,intel_modeset_init_noirq,0,17
,drivers/gpu/drm/i915/display/intel_display.c,intel_modeset_init_nogem,0,263
,drivers/gpu/drm/i915/display/intel_display.c,intel_modeset_init_hw.part.0,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_modeset_init_hw,0,2
,drivers/gpu/drm/i915/display/intel_display.c,intel_modeset_init,0,30
,drivers/gpu/drm/i915/display/intel_display.c,intel_modeset_driver_remove_noirq,0,9
,drivers/gpu/drm/i915/display/intel_display.c,intel_modeset_driver_remove_nogem,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_modeset_driver_remove,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_modeset_all_pipes,0,11
,drivers/gpu/drm/i915/display/intel_display.c,intel_mode_valid_max_plane_size,0,6
,drivers/gpu/drm/i915/display/intel_display.c,intel_mode_valid,0,23
,drivers/gpu/drm/i915/display/intel_display.c,intel_link_compute_m_n,0,3
,drivers/gpu/drm/i915/display/intel_display.c,intel_legacy_aux_to_power_domain,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_init_pch_refclk,0,4
,drivers/gpu/drm/i915/display/intel_display.c,intel_init_display_hooks,0,8
,drivers/gpu/drm/i915/display/intel_display.c,intel_has_pending_fb_unpin,0,10
,drivers/gpu/drm/i915/display/intel_display.c,intel_get_transcoder_timings.isra.0,0,10
,drivers/gpu/drm/i915/display/intel_display.c,intel_get_pipe_src_size.isra.0,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_get_pipe_from_crtc_id_ioctl,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_get_load_detect_pipe,0,68
,drivers/gpu/drm/i915/display/intel_display.c,intel_get_format_info,0,17
,drivers/gpu/drm/i915/display/intel_display.c,intel_get_crtc_new_encoder,0,11
,drivers/gpu/drm/i915/display/intel_display.c,intel_fuzzy_clock_check,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_framebuffer_init.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_framebuffer_init,0,109
,drivers/gpu/drm/i915/display/intel_display.c,intel_format_info_is_yuv_semiplanar,0,4
,drivers/gpu/drm/i915/display/intel_display.c,intel_fb_xy_to_linear,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_fb_align_height,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_encoders_pre_pll_enable,0,6
,drivers/gpu/drm/i915/display/intel_display.c,intel_encoders_pre_enable,0,6
,drivers/gpu/drm/i915/display/intel_display.c,intel_encoders_post_disable,0,6
,drivers/gpu/drm/i915/display/intel_display.c,intel_encoders_enable,0,7
,drivers/gpu/drm/i915/display/intel_display.c,intel_encoders_disable,0,6
,drivers/gpu/drm/i915/display/intel_display.c,intel_encoder_destroy,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_atomic_check,0,499
,drivers/gpu/drm/i915/display/intel_display.c,intel_encoder_current_mode,0,12
,drivers/gpu/drm/i915/display/intel_display.c,intel_enable_pipe,0,29
,drivers/gpu/drm/i915/display/intel_display.c,intel_enable_crtc,0,3
,drivers/gpu/drm/i915/display/intel_display.c,intel_dump_pipe_config,0,126
,drivers/gpu/drm/i915/display/intel_display.c,intel_dump_crtc_timings,0,3
,drivers/gpu/drm/i915/display/intel_display.c,intel_dp_set_m_n.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_dp_set_m_n,0,7
,drivers/gpu/drm/i915/display/intel_display.c,intel_dp_get_m_n,0,3
,drivers/gpu/drm/i915/display/intel_display.c,intel_dotclock_calculate,0,3
,drivers/gpu/drm/i915/display/intel_display.c,intel_display_suspend.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_display_suspend,0,6
,drivers/gpu/drm/i915/display/intel_display.c,intel_display_resume.cold,0,2
,drivers/gpu/drm/i915/display/intel_display.c,intel_display_resume,0,16
,drivers/gpu/drm/i915/display/intel_display.c,intel_display_prepare_reset.cold,0,6
,drivers/gpu/drm/i915/display/intel_display.c,intel_display_prepare_reset,0,14
,drivers/gpu/drm/i915/display/intel_display.c,intel_display_finish_reset.cold,0,2
,drivers/gpu/drm/i915/display/intel_display.c,intel_display_finish_reset,0,16
,drivers/gpu/drm/i915/display/intel_display.c,intel_display_driver_unregister,0,2
,drivers/gpu/drm/i915/display/intel_display.c,intel_display_driver_register,0,2
,drivers/gpu/drm/i915/display/intel_display.c,intel_disable_pipe,0,23
,drivers/gpu/drm/i915/display/intel_display.c,intel_crtc_update_active_timings,0,9
,drivers/gpu/drm/i915/display/intel_display.c,intel_crtc_readout_derived_state,0,7
,drivers/gpu/drm/i915/display/intel_display.c,intel_crtc_pch_transcoder,0,3
,drivers/gpu/drm/i915/display/intel_display.c,intel_crtc_disable_planes,0,10
,drivers/gpu/drm/i915/display/intel_display.c,intel_crtc_copy_uapi_to_hw_state,0,3
,drivers/gpu/drm/i915/display/intel_display.c,intel_crtc_compute_pixel_rate,0,6
,drivers/gpu/drm/i915/display/intel_display.c,intel_crtc_arm_fifo_underrun,0,7
,drivers/gpu/drm/i915/display/intel_display.c,intel_crtc_add_planes_to_state,0,7
,drivers/gpu/drm/i915/display/intel_display.c,intel_cpu_transcoders_need_modeset,0,8
,drivers/gpu/drm/i915/display/intel_display.c,intel_cpu_transcoder_set_m_n,0,9
,drivers/gpu/drm/i915/display/intel_display.c,intel_cpu_transcoder_get_m_n.isra.0,0,8
,drivers/gpu/drm/i915/display/intel_display.c,intel_compare_m_n,0,17
,drivers/gpu/drm/i915/display/intel_display.c,intel_compare_link_m_n,0,4
,drivers/gpu/drm/i915/display/intel_display.c,intel_commit_modeset_enables,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_cleanup_plane_fb,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_calc_active_pipes,0,8
,drivers/gpu/drm/i915/display/intel_display.c,intel_aux_power_domain,0,15
,drivers/gpu/drm/i915/display/intel_display.c,intel_atomic_helper_free_state_worker,0,8
,drivers/gpu/drm/i915/display/intel_display.c,intel_atomic_commit_work,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_atomic_commit_tail.cold,0,6
,drivers/gpu/drm/i915/display/intel_display.c,intel_atomic_commit_tail,0,283
,drivers/gpu/drm/i915/display/intel_display.c,intel_atomic_commit_ready,0,4
,drivers/gpu/drm/i915/display/intel_display.c,intel_atomic_commit_fence_wait,0,5
,drivers/gpu/drm/i915/display/intel_display.c,intel_atomic_commit,0,54
,drivers/gpu/drm/i915/display/intel_display.c,intel_atomic_cleanup_work,0,17
,drivers/gpu/drm/i915/display/intel_display.c,intel_framebuffer_create,0,6
,drivers/gpu/drm/i915/display/intel_display.c,intel_atomic_add_affected_planes,0,1
,drivers/gpu/drm/i915/display/intel_display.c,intel_alloc_initial_plane_obj.isra.0,0,30
,drivers/gpu/drm/i915/display/intel_display.c,intel_add_fb_offsets,0,1
,drivers/gpu/drm/i915/display/intel_display.c,ilk_pfit_enable,0,5
,drivers/gpu/drm/i915/display/intel_display.c,ilk_pfit_disable,0,2
,drivers/gpu/drm/i915/display/intel_display.c,ilk_pch_transcoder_set_timings.isra.0,0,1
,drivers/gpu/drm/i915/display/intel_display.c,ilk_init_pch_refclk,0,59
,drivers/gpu/drm/i915/display/intel_display.c,ilk_get_pipe_config,0,28
,drivers/gpu/drm/i915/display/intel_display.c,ilk_get_pfit_config,0,6
,drivers/gpu/drm/i915/display/intel_display.c,ilk_crtc_enable.cold,0,2
,drivers/gpu/drm/i915/display/intel_display.c,ilk_crtc_enable,0,95
,drivers/gpu/drm/i915/display/intel_display.c,ilk_crtc_disable.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,ilk_crtc_disable,0,19
,drivers/gpu/drm/i915/display/intel_display.c,icl_wa_scalerclkgating,0,3
,drivers/gpu/drm/i915/display/intel_display.c,icl_set_pipe_chicken,0,13
,drivers/gpu/drm/i915/display/intel_display.c,ibx_sanitize_pch_hdmi_port,0,6
,drivers/gpu/drm/i915/display/intel_display.c,ibx_sanitize_pch_dp_port,0,6
,drivers/gpu/drm/i915/display/intel_display.c,i9xx_set_pipeconf,0,22
,drivers/gpu/drm/i915/display/intel_display.c,i9xx_pfit_enable,0,6
,drivers/gpu/drm/i915/display/intel_display.c,i9xx_get_pipe_config,0,52
,drivers/gpu/drm/i915/display/intel_display.c,i9xx_get_pipe_color_config,0,5
,drivers/gpu/drm/i915/display/intel_display.c,i9xx_crtc_enable,0,17
,drivers/gpu/drm/i915/display/intel_display.c,i9xx_crtc_disable,0,28
,drivers/gpu/drm/i915/display/intel_display.c,i9xx_crtc_clock_get.isra.0,0,29
,drivers/gpu/drm/i915/display/intel_display.c,i830_enable_pipe,0,13
,drivers/gpu/drm/i915/display/intel_display.c,i830_disable_pipe,0,27
,drivers/gpu/drm/i915/display/intel_display.c,hsw_set_linetime_wm.isra.0,0,1
,drivers/gpu/drm/i915/display/intel_display.c,hsw_get_pipe_config,0,111
,drivers/gpu/drm/i915/display/intel_display.c,hsw_enable_ips.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,hsw_enable_ips,0,11
,drivers/gpu/drm/i915/display/intel_display.c,hsw_disable_ips.cold,0,1
,drivers/gpu/drm/i915/display/intel_display.c,hsw_disable_ips,0,13
,drivers/gpu/drm/i915/display/intel_display.c,hsw_crtc_state_ips_capable,0,8
,drivers/gpu/drm/i915/display/intel_display.c,hsw_crtc_enable,0,80
,drivers/gpu/drm/i915/display/intel_display.c,hsw_crtc_disable,0,1
,drivers/gpu/drm/i915/display/intel_display.c,glk_pipe_scaler_clock_gating_wa,0,4
,drivers/gpu/drm/i915/display/intel_display.c,fixup_plane_bitmasks,0,5
,drivers/gpu/drm/i915/display/intel_display.c,do_rps_boost,0,12
,drivers/gpu/drm/i915/display/intel_display.c,cpt_set_fdi_bc_bifurcation,0,14
,drivers/gpu/drm/i915/display/intel_display.c,copy_bigjoiner_crtc_state,0,3
,drivers/gpu/drm/i915/display/intel_display.c,compute_m_n,0,6
,drivers/gpu/drm/i915/display/intel_display.c,bdw_set_pipemisc,0,24
,drivers/gpu/drm/i915/display/intel_display.c,bdw_get_pipemisc_bpp,0,4
,drivers/gpu/drm/i915/display/intel_display.c,assert_plane,0,9
,drivers/gpu/drm/i915/display/intel_display.c,assert_pipe,0,18
,drivers/gpu/drm/i915/display/intel_display.c,assert_pch_transcoder_disabled,0,4
,drivers/gpu/drm/i915/display/intel_display.c,assert_pch_hdmi_disabled,0,11
,drivers/gpu/drm/i915/display/intel_display.c,assert_pch_dp_disabled,0,11
,drivers/gpu/drm/i915/display/intel_display.c,assert_panel_unlocked,0,26
,drivers/gpu/drm/i915/display/intel_display.c,assert_fdi_tx,0,11
,drivers/gpu/drm/i915/display/intel_display.c,assert_fdi_rx_pll,0,8
,drivers/gpu/drm/i915/display/intel_display.c,assert_fdi_rx,0,8
,drivers/gpu/drm/i915/display/intel_display.c,assert_dsi_pll,0,8
,drivers/gpu/drm/i915/display/intel_display.c,add_rps_boost_after_vblank,0,12
,drivers/gpu/drm/i915/display/intel_display.c,__intel_display_resume,0,12
,drivers/gpu/drm/i915/display/intel_display.c,ilk_get_lanes_required,0,1
,drivers/gpu/drm/i915/display/intel_display.c,assert_pll,0,9
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_gem_framebuffer_info,0,7
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_panel_show,0,8
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_opregion,0,3
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_panel_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_power_domain_info,0,7
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_psr_sink_status_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_psr_sink_status_show,0,12
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_psr_status_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_psr_status_show,0,6
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_shared_dplls_info,0,4
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_sr_status,0,14
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,cur_wm_latency_show,0,4
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,cur_wm_latency_write,0,4
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_ddb_info,0,9
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_display_info,0,74
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_displayport_test_active_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_displayport_test_active_show,0,12
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_displayport_test_active_write,0,22
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_vbt,0,3
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,intel_connector_debugfs_add,0,23
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,intel_crtc_debugfs_add,0,2
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,intel_display_debugfs_register,0,4
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,cur_wm_latency_open,0,3
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,wm_latency_write,0,11
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,intel_hdcp_info,0,8
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,intel_panel_info.isra.0,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,intel_psr_status,0,29
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,plane_rotation.constprop.0,0,7
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_displayport_test_data_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_displayport_test_data_show,0,16
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_displayport_test_type_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,wm_latency_show,0,14
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,spr_wm_latency_write,0,4
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_displayport_test_type_show,0,11
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_dmc_info,0,18
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_fbc_false_color_fops_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,pri_wm_latency_open,0,4
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,pri_wm_latency_show,0,4
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_lpsp_status,0,11
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_lpsp_capability_show,0,15
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_lpsp_capability_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_ips_status,0,10
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,pri_wm_latency_write,0,4
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,spr_wm_latency_open,0,3
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_ipc_status_write.cold,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_ipc_status_write,0,8
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_ipc_status_show,0,2
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_ipc_status_open,0,3
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_hpd_storm_ctl_write,0,18
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_hpd_storm_ctl_show,0,2
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_hpd_storm_ctl_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_hpd_short_storm_ctl_write,0,15
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_hpd_short_storm_ctl_show,0,2
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_dp_mst_info,0,10
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_drrs_ctl_fops_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_drrs_ctl_set,0,28
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_drrs_status,0,25
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_dsc_bpp_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_dsc_bpp_show,0,8
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_dsc_bpp_write,0,9
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_dsc_fec_support_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_dsc_fec_support_show,0,21
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_dsc_fec_support_write,0,15
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_edp_psr_debug_fops_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,spr_wm_latency_show,0,4
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_edp_psr_debug_set,0,24
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_edp_psr_status,0,22
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_hpd_short_storm_ctl_open,0,1
,drivers/gpu/drm/i915/display/intel_display_debugfs.c,i915_edp_psr_debug_get,0,21
